 Point_source              SWAT+ Jun 17 2024        MODULAR Rev 2024.61.0                                 
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor      n_tot          p_tot         dep_bf        velav_bf        
                                                                   m^3/s           m^3/s           m^3/s           m^3/s           tons           tons           tons           tons           tons           tons           tons           tons              m              m            m/m              m              m              m             mm              mm              mm            tons       kg_N           kg_P            m/s             m/s        
     1     1     1  2025     111     111  cha111               0.5189E-02     0.0000E+00     0.5188E-02     0.4180E-01     0.1903E-01     0.3649E-01     0.3649E-01     0.3984E-04     0.0000E+00     0.0000E+00     0.1749E-01     0.0000E+00     0.1833E+00     0.3540E-01     0.6184E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1159E+02     0.0000E+00     0.1158E+02     0.1718E-03     0.1102E+00     0.2072E-01     0.3540E-01     0.0000E+00
     1     1     1  2025     112     112  cha112               0.1581E-01     0.0000E+00     0.1581E-01     0.1238E+00     0.4151E+00     0.2981E+00     0.2981E+00     0.5316E-02     0.1116E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1957E+00     0.3697E-01     0.2105E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3167E+02     0.0000E+00     0.3167E+02     0.6709E-02     0.1288E+01     0.2253E+00     0.3697E-01     0.0000E+00
     1     1     1  2025     113     113  cha113               0.2406E-01     0.0000E+00     0.2406E-01     0.1895E+00     0.1146E+00     0.5736E-01     0.5736E-01     0.5266E-02     0.5201E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1931E+00     0.3665E-01     0.2488E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4926E+02     0.0000E+00     0.4926E+02     0.2548E-02     0.4701E+00     0.8559E-01     0.3665E-01     0.0000E+00
     1     1     1  2025     114     114  cha114               0.3757E-01     0.0000E+00     0.3757E-01     0.2878E+00     0.6766E-01     0.3875E-01     0.3875E-01     0.2527E-02     0.2638E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2057E+00     0.3823E-01     0.2486E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6921E+02     0.0000E+00     0.6921E+02     0.6839E-03     0.3045E+00     0.7502E-01     0.3823E-01     0.0000E+00
     1     1     1  2025     115     115  cha115               0.2574E-01     0.0000E+00     0.2574E-01     0.1970E+00     0.1214E+00     0.6920E-01     0.6920E-01     0.3622E-02     0.4862E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2063E+00     0.3830E-01     0.2128E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4720E+02     0.0000E+00     0.4720E+02     0.1545E-02     0.5248E+00     0.9693E-01     0.3830E-01     0.0000E+00
     1     1     1  2025     116     116  cha116               0.1487E-03     0.0000E+00     0.1473E-03     0.1078E-02     0.1205E-08     0.1196E-08     0.1196E-08     0.8736E-11     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2339E+00     0.4164E-01     0.1905E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2213E+00     0.0000E+00     0.2192E+00     0.3578E-10     0.5383E-02     0.2663E-03     0.4164E-01     0.0000E+00
     1     1     1  2025     117     117  cha117               0.1376E-01     0.0000E+00     0.1376E-01     0.1221E+00     0.8501E-01     0.6604E-01     0.6604E-01     0.1449E-02     0.1752E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1471E+00     0.3058E-01     0.3406E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4430E+02     0.0000E+00     0.4430E+02     0.8128E-03     0.4218E+00     0.7597E-01     0.3058E-01     0.0000E+00
     1     1     1  2025     118     118  cha118               0.2720E-01     0.0000E+00     0.2720E-01     0.2009E+00     0.1138E+00     0.4971E-01     0.4971E-01     0.5136E-02     0.5899E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2238E+00     0.4044E-01     0.1473E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4354E+02     0.0000E+00     0.4354E+02     0.2242E-02     0.4572E+00     0.8309E-01     0.4044E-01     0.0000E+00
     1     1     1  2025     119     119  cha119               0.1658E-01     0.0000E+00     0.1658E-01     0.1587E+00     0.2425E-01     0.2095E-01     0.2095E-01     0.3559E-03     0.2936E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1243E+00     0.2733E-01     0.7069E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7072E+02     0.0000E+00     0.7072E+02     0.7724E-04     0.1328E+00     0.3292E-01     0.2733E-01     0.0000E+00
     1     1     1  2025     120     120  cha120               0.1109E-01     0.0000E+00     0.1109E-01     0.1055E+00     0.4295E-01     0.3670E-01     0.3670E-01     0.7167E-03     0.5532E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1260E+00     0.2758E-01     0.1818E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4624E+02     0.0000E+00     0.4624E+02     0.1573E-03     0.2279E+00     0.4197E-01     0.2758E-01     0.0000E+00
     1     1     1  2025     121     121  cha121               0.1595E-03     0.0000E+00     0.1593E-03     0.1634E-02     0.1242E-08     0.1258E-02     0.1258E-02     0.3674E-11     0.0000E+00     0.0000E+00     0.1258E-02     0.0000E+00     0.1068E+00     0.2470E-01     0.1352E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.8759E+00     0.0000E+00     0.8751E+00     0.9133E-11     0.1785E-02     0.3356E-03     0.2470E-01     0.0000E+00
     1     1     1  2025     122     122  cha122               0.2348E-01     0.0000E+00     0.2348E-01     0.1586E+00     0.1519E+00     0.1579E+00     0.1579E+00     0.2815E-04     0.0000E+00     0.0000E+00     0.6016E-02     0.0000E+00     0.2758E+00     0.4648E-01     0.4239E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2654E+02     0.0000E+00     0.2654E+02     0.3941E-03     0.8605E+00     0.1440E+00     0.4648E-01     0.0000E+00
     1     1     1  2025     123     123  cha123               0.2084E-01     0.0000E+00     0.2084E-01     0.1591E+00     0.1681E+00     0.1371E+00     0.1371E+00     0.8552E-03     0.3016E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2075E+00     0.3845E-01     0.2537E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3785E+02     0.0000E+00     0.3785E+02     0.7063E-03     0.7823E+00     0.1307E+00     0.3845E-01     0.0000E+00
     1     1     1  2025     124     124  cha124               0.2032E-03     0.0000E+00     0.2032E-03     0.1589E-02     0.2521E-04     0.2521E-04     0.2521E-04     0.6808E-09     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1962E+00     0.3704E-01     0.1635E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4051E+00     0.0000E+00     0.4051E+00     0.2549E-08     0.2871E-02     0.5013E-03     0.3704E-01     0.0000E+00
     1     1     1  2025     125     125  cha125               0.7066E-03     0.0000E+00     0.7066E-03     0.6968E-02     0.1412E-01     0.9942E-02     0.9942E-02     0.1122E-02     0.3054E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1162E+00     0.2613E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.3371E+01     0.0000E+00     0.3371E+01     0.9094E-04     0.4512E-01     0.7454E-02     0.2613E-01     0.0000E+00
     1     1     1  2025     126     126  cha126               0.1568E-01     0.0000E+00     0.1568E-01     0.1366E+00     0.5035E-01     0.4239E-01     0.4239E-01     0.8295E-03     0.7126E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1535E+00     0.3145E-01     0.1500E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4706E+02     0.0000E+00     0.4706E+02     0.1731E-03     0.2016E+00     0.4215E-01     0.3145E-01     0.0000E+00
     1     1     1  2025     127     127  cha127               0.2186E-01     0.0000E+00     0.2186E-01     0.1946E+00     0.6445E-01     0.5544E-01     0.5544E-01     0.1193E-02     0.7811E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1462E+00     0.3044E-01     0.2060E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7116E+02     0.0000E+00     0.7116E+02     0.1877E-03     0.3306E+00     0.7165E-01     0.3044E-01     0.0000E+00
     1     1     1  2025     128     128  cha128               0.5820E-01     0.0000E+00     0.5820E-01     0.3606E+00     0.3907E+00     0.1941E+00     0.1941E+00     0.5816E-02     0.1908E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3381E+00     0.5324E-01     0.2077E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4685E+02     0.0000E+00     0.4684E+02     0.4427E-02     0.1621E+01     0.2842E+00     0.5324E-01     0.0000E+00
     1     1     1  2025     129     129  cha129               0.9017E-02     0.0000E+00     0.9016E-02     0.7965E-01     0.4255E-01     0.3946E-01     0.3946E-01     0.2339E-03     0.2857E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1487E+00     0.3080E-01     0.2085E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2852E+02     0.0000E+00     0.2852E+02     0.4146E-03     0.1715E+00     0.3242E-01     0.3080E-01     0.0000E+00
     1     1     1  2025     130     130  cha130               0.7692E-02     0.0000E+00     0.7692E-02     0.7721E-01     0.7102E-01     0.7683E-01     0.7683E-01     0.2165E-04     0.0000E+00     0.0000E+00     0.5826E-02     0.0000E+00     0.1117E+00     0.2545E-01     0.4230E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3919E+02     0.0000E+00     0.3919E+02     0.1265E-03     0.3883E+00     0.6365E-01     0.2545E-01     0.0000E+00
     1     1     1  2025     131     131  cha131               0.1989E-01     0.0000E+00     0.1989E-01     0.1818E+00     0.5564E-01     0.4225E-01     0.4225E-01     0.1653E-02     0.1174E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1376E+00     0.2924E-01     0.2858E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7161E+02     0.0000E+00     0.7161E+02     0.3352E-03     0.2437E+00     0.6674E-01     0.2924E-01     0.0000E+00
     1     1     1  2025     132     132  cha132               0.9490E-07     0.0000E+00     0.0000E+00     0.8785E-06     0.1024E-08     0.1049E-02     0.1049E-02     0.1278E-11     0.0000E+00     0.0000E+00     0.1049E-02     0.0000E+00     0.1338E+00     0.2871E-01     0.3033E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3578E-03     0.0000E+00     0.0000E+00     0.3706E-11     0.1501E-03     0.4322E-08     0.2871E-01     0.0000E+00
     1     1     1  2025     133     133  cha133               0.9179E-02     0.0000E+00     0.9179E-02     0.8667E-01     0.8016E-01     0.9466E-01     0.9466E-01     0.5772E-04     0.0000E+00     0.0000E+00     0.1455E-01     0.0000E+00     0.1281E+00     0.2787E-01     0.4396E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3726E+02     0.0000E+00     0.3726E+02     0.3777E-03     0.4496E+00     0.7482E-01     0.2787E-01     0.0000E+00
     1     1     1  2025     134     134  cha134               0.8810E-02     0.0000E+00     0.8810E-02     0.7589E-01     0.6551E-01     0.7794E-01     0.7794E-01     0.6150E-04     0.0000E+00     0.0000E+00     0.1249E-01     0.0000E+00     0.1575E+00     0.3199E-01     0.3412E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2534E+02     0.0000E+00     0.2534E+02     0.3953E-03     0.3775E+00     0.6111E-01     0.3199E-01     0.0000E+00
     1     1     1  2025     135     135  cha135               0.6809E-02     0.0000E+00     0.6809E-02     0.7075E-01     0.5080E-01     0.5056E-01     0.5056E-01     0.2279E-04     0.2109E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.1035E+00     0.2418E-01     0.2629E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3941E+02     0.0000E+00     0.3941E+02     0.3464E-05     0.2870E+00     0.4829E-01     0.2418E-01     0.0000E+00
     1     1     1  2025     136     136  cha136               0.6650E-02     0.0000E+00     0.6650E-02     0.6904E-01     0.1297E-01     0.1287E-01     0.1287E-01     0.2229E-04     0.8141E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.1037E+00     0.2421E-01     0.3510E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3838E+02     0.0000E+00     0.3838E+02     0.2273E-05     0.9737E-01     0.1898E-01     0.2421E-01     0.0000E+00
     1     1     1  2025     137     137  cha137               0.1733E-01     0.0000E+00     0.1733E-01     0.1397E+00     0.1218E+00     0.9339E-01     0.9339E-01     0.3241E-02     0.2518E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1830E+00     0.3536E-01     0.5420E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3879E+02     0.0000E+00     0.3879E+02     0.5518E-03     0.6083E+00     0.1028E+00     0.3536E-01     0.0000E+00
     1     1     1  2025     138     138  cha138               0.1196E-01     0.0000E+00     0.1196E-01     0.1067E+00     0.7323E-01     0.6279E-01     0.6279E-01     0.1110E-02     0.9335E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1454E+00     0.3033E-01     0.1125E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3929E+02     0.0000E+00     0.3929E+02     0.2342E-03     0.2926E+00     0.5408E-01     0.3033E-01     0.0000E+00
     1     1     1  2025     139     139  cha139               0.5042E-04     0.0000E+00     0.5036E-04     0.4843E-03     0.1095E-08     0.1094E-08     0.1094E-08     0.1290E-11     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1233E+00     0.2717E-01     0.9850E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2181E+00     0.0000E+00     0.2178E+00     0.3542E-11     0.1722E-02     0.8136E-04     0.2717E-01     0.0000E+00
     1     1     1  2025     140     140  cha140               0.1005E-01     0.0000E+00     0.1005E-01     0.9724E-01     0.3688E-01     0.4993E-01     0.4993E-01     0.1597E-04     0.0000E+00     0.0000E+00     0.1306E-01     0.0000E+00     0.1214E+00     0.2689E-01     0.6139E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4462E+02     0.0000E+00     0.4462E+02     0.9813E-04     0.1585E+00     0.3265E-01     0.2689E-01     0.0000E+00
     1     1     1  2025     141     141  cha141               0.2700E-01     0.0000E+00     0.2700E-01     0.2046E+00     0.1666E+00     0.9857E-01     0.9857E-01     0.4883E-02     0.6317E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2109E+00     0.3887E-01     0.1946E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4771E+02     0.0000E+00     0.4771E+02     0.1765E-02     0.6282E+00     0.1199E+00     0.3887E-01     0.0000E+00
     1     1     1  2025     142     142  cha142               0.4261E-07     0.0000E+00     0.3960E-07     0.4293E-06     0.9443E-09     0.2521E-04     0.2521E-04     0.4221E-13     0.0000E+00     0.0000E+00     0.2521E-04     0.0000E+00     0.1108E+00     0.2531E-01     0.2048E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2202E-03     0.0000E+00     0.2046E-03     0.1084E-12     0.1224E-03     0.3092E-08     0.2531E-01     0.0000E+00
     1     1     1  2025     143     143  cha143               0.2032E-03     0.0000E+00     0.2031E-03     0.1807E-02     0.6736E-09     0.6729E-09     0.6729E-09     0.6866E-12     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1464E+00     0.3048E-01     0.7340E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6597E+00     0.0000E+00     0.6595E+00     0.2126E-11     0.2749E-02     0.5012E-03     0.3048E-01     0.0000E+00
     1     1     1  2025     144     144  cha144               0.6000E-02     0.0000E+00     0.6000E-02     0.6015E-01     0.5065E-01     0.4711E-01     0.4711E-01     0.8106E-03     0.2726E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1121E+00     0.2550E-01     0.1570E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3043E+02     0.0000E+00     0.3043E+02     0.7434E-04     0.2717E+00     0.4368E-01     0.2550E-01     0.0000E+00
     1     1     1  2025     145     145  cha145               0.8431E-02     0.0000E+00     0.8431E-02     0.8234E-01     0.4482E-01     0.3700E-01     0.3700E-01     0.1129E-02     0.6693E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1188E+00     0.2651E-01     0.2311E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3879E+02     0.0000E+00     0.3879E+02     0.2612E-03     0.2369E+00     0.4080E-01     0.2651E-01     0.0000E+00
     1     1     1  2025     146     146  cha146               0.3375E-03     0.0000E+00     0.3375E-03     0.2978E-02     0.9903E-09     0.5183E-09     0.5183E-09     0.6557E-10     0.4064E-09     0.0000E+00     0.0000E+00     0.0000E+00     0.1492E+00     0.3085E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.1063E+01     0.0000E+00     0.1063E+01     0.2264E-10     0.4664E-02     0.3294E-03     0.3085E-01     0.0000E+00
     1     1     1  2025     147     147  cha147               0.1936E-01     0.0000E+00     0.1936E-01     0.1679E+00     0.4691E-01     0.2742E-01     0.2742E-01     0.2148E-02     0.1734E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1551E+00     0.3167E-01     0.2344E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.5710E+02     0.0000E+00     0.5710E+02     0.6297E-03     0.2129E+00     0.4548E-01     0.3167E-01     0.0000E+00
     1     1     1  2025     148     148  cha148               0.1598E-01     0.0000E+00     0.1598E-01     0.1282E+00     0.7236E-01     0.4978E-01     0.4978E-01     0.1371E-02     0.2121E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1850E+00     0.3562E-01     0.2266E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3513E+02     0.0000E+00     0.3513E+02     0.1332E-02     0.3029E+00     0.5602E-01     0.3562E-01     0.0000E+00
     1     1     1  2025     149     149  cha149               0.9518E-02     0.0000E+00     0.9518E-02     0.9504E-01     0.8924E-01     0.5756E-01     0.5756E-01     0.5247E-02     0.2643E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1131E+00     0.2565E-01     0.8760E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.4755E+02     0.0000E+00     0.4755E+02     0.9691E-03     0.3930E+00     0.7059E-01     0.2565E-01     0.0000E+00
     1     1     1  2025     150     150  cha150               0.1249E-01     0.0000E+00     0.1249E-01     0.1045E+00     0.1066E+00     0.7870E-01     0.7870E-01     0.1566E-02     0.2631E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1680E+00     0.3339E-01     0.1644E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3226E+02     0.0000E+00     0.3225E+02     0.9931E-03     0.5145E+00     0.8426E-01     0.3339E-01     0.0000E+00
     1     1     1  2025     151     151  cha151               0.2774E+01     0.0000E+00     0.2774E+01     0.7339E+01     0.3868E+01     0.3505E+01     0.3505E+01     0.5484E-02     0.3576E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3371E+01     0.2466E+00     0.2580E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.4835E+02     0.0000E+00     0.4835E+02     0.2060E-02     0.2393E+02     0.4199E+01     0.2466E+00     0.0000E+00
     1     1     1  2025     152     152  cha152               0.2604E+01     0.0000E+00     0.2604E+01     0.7158E+01     0.3870E+01     0.3813E+01     0.3813E+01     0.2755E-03     0.5612E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2986E+01     0.2275E+00     0.1338E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.5557E+02     0.0000E+00     0.5557E+02     0.2634E-03     0.2425E+02     0.4249E+01     0.2275E+00     0.0000E+00
     1     1     1  2025     153     153  cha153               0.2577E+01     0.0000E+00     0.2577E+01     0.7112E+01     0.2754E+01     0.2434E+01     0.2434E+01     0.1078E-01     0.3098E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2948E+01     0.2256E+00     0.1580E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5615E+02     0.0000E+00     0.5615E+02     0.1812E-02     0.1609E+02     0.2791E+01     0.2256E+00     0.0000E+00
     1     1     1  2025     154     154  cha154               0.2577E+01     0.0000E+00     0.2577E+01     0.7131E+01     0.2969E+01     0.2754E+01     0.2754E+01     0.2843E-02     0.2119E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2924E+01     0.2243E+00     0.4910E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5693E+02     0.0000E+00     0.5693E+02     0.1213E-02     0.1711E+02     0.2973E+01     0.2243E+00     0.0000E+00
     1     1     1  2025     155     155  cha155               0.2568E+01     0.0000E+00     0.2568E+01     0.7119E+01     0.3276E+01     0.2907E+01     0.2907E+01     0.1706E-02     0.3672E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2907E+01     0.2234E+00     0.1486E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.5729E+02     0.0000E+00     0.5729E+02     0.1367E-02     0.1752E+02     0.3046E+01     0.2234E+00     0.0000E+00
     1     1     1  2025     156     156  cha156               0.2566E+01     0.0000E+00     0.2566E+01     0.7137E+01     0.3363E+01     0.3258E+01     0.3258E+01     0.3130E-01     0.7372E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2875E+01     0.2218E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.5828E+02     0.0000E+00     0.5828E+02     0.4103E-03     0.1852E+02     0.3224E+01     0.2218E+00     0.0000E+00
     1     1     1  2025     157     157  cha157               0.2547E+01     0.0000E+00     0.2547E+01     0.7124E+01     0.9242E+00     0.7429E+00     0.7429E+00     0.1530E-01     0.1660E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2826E+01     0.2193E+00     0.2400E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.5957E+02     0.0000E+00     0.5956E+02     0.1010E-02     0.8655E+01     0.1559E+01     0.2193E+00     0.0000E+00
     1     1     1  2025     158     158  cha158               0.4532E-01     0.0000E+00     0.4532E-01     0.2392E+00     0.2279E+00     0.1585E+00     0.1585E+00     0.1311E-02     0.6803E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4986E+00     0.6898E-01     0.1882E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1909E+02     0.0000E+00     0.1909E+02     0.8792E-02     0.8778E+00     0.1547E+00     0.6898E-01     0.0000E+00
     1     1     1  2025     159     159  cha159               0.1380E+00     0.0000E+00     0.1380E+00     0.6072E+00     0.1830E+00     0.1782E+00     0.1782E+00     0.9911E-05     0.4808E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.7892E+00     0.9368E-01     0.2963E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2704E+02     0.0000E+00     0.2704E+02     0.3838E-04     0.1213E+01     0.2356E+00     0.9368E-01     0.0000E+00
     1     1     1  2025     160     160  cha160               0.1271E+00     0.0000E+00     0.1271E+00     0.5670E+00     0.1235E+00     0.1132E+00     0.1132E+00     0.3704E-02     0.6610E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.7619E+00     0.9151E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.2641E+02     0.0000E+00     0.2641E+02     0.5359E-04     0.9476E+00     0.1858E+00     0.9151E-01     0.0000E+00
     1     1     1  2025     161     161  cha161               0.1269E+00     0.0000E+00     0.1269E+00     0.5764E+00     0.2001E+00     0.1213E+00     0.1213E+00     0.4269E-03     0.7831E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7282E+00     0.8880E-01     0.1424E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2845E+02     0.0000E+00     0.2844E+02     0.9684E-03     0.9885E+00     0.1939E+00     0.8880E-01     0.0000E+00
     1     1     1  2025     162     162  cha162               0.2671E-01     0.0000E+00     0.2671E-01     0.1765E+00     0.1909E+01     0.1436E+01     0.1436E+01     0.5832E-02     0.4674E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2903E+00     0.4809E-01     0.2614E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2773E+02     0.0000E+00     0.2773E+02     0.1882E-01     0.8346E+01     0.1490E+01     0.4809E-01     0.0000E+00
     1     1     1  2025     163     163  cha163               0.1042E-01     0.0000E+00     0.1042E-01     0.7729E-01     0.4728E+00     0.4808E+00     0.4808E+00     0.3881E-03     0.0000E+00     0.0000E+00     0.8395E-02     0.0000E+00     0.2216E+00     0.4017E-01     0.3145E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1696E+02     0.0000E+00     0.1696E+02     0.2721E-02     0.2420E+01     0.4268E+00     0.4017E-01     0.0000E+00
     1     1     1  2025     164     164  cha164               0.1265E+00     0.0000E+00     0.1265E+00     0.5991E+00     0.3345E+00     0.1990E+00     0.1990E+00     0.7172E-03     0.1347E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6543E+00     0.8268E-01     0.2407E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3389E+02     0.0000E+00     0.3389E+02     0.1895E-02     0.1252E+01     0.2474E+00     0.8268E-01     0.0000E+00
     1     1     1  2025     165     165  cha165               0.1233E-01     0.0000E+00     0.1233E-01     0.1195E+00     0.1127E+01     0.9541E+00     0.9541E+00     0.1967E-01     0.1534E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1209E+00     0.2682E-01     0.3534E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.5509E+02     0.0000E+00     0.5509E+02     0.4163E-02     0.4633E+01     0.8847E+00     0.2682E-01     0.0000E+00
     1     1     1  2025     166     166  cha166               0.1696E+00     0.0000E+00     0.1696E+00     0.6350E+00     0.1115E+00     0.5503E-01     0.5503E-01     0.1157E-03     0.5638E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1213E+01     0.1247E+00     0.9770E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1625E+02     0.0000E+00     0.1625E+02     0.9899E-03     0.8756E+00     0.1646E+00     0.1247E+00     0.0000E+00
     1     1     1  2025     167     167  cha167               0.1890E+00     0.0000E+00     0.1890E+00     0.8812E+00     0.5430E+00     0.5260E+00     0.5260E+00     0.1815E-03     0.1689E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6808E+00     0.8490E-01     0.2431E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4738E+02     0.0000E+00     0.4738E+02     0.1436E-03     0.4183E+01     0.7540E+00     0.8490E-01     0.0000E+00
     1     1     1  2025     168     168  cha168               0.1844E-01     0.0000E+00     0.1844E-01     0.1140E+00     0.2613E+01     0.2619E+01     0.2619E+01     0.1290E-02     0.0000E+00     0.0000E+00     0.7386E-02     0.0000E+00     0.3398E+00     0.5342E-01     0.4600E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1472E+02     0.0000E+00     0.1472E+02     0.1112E-01     0.1016E+02     0.1716E+01     0.5342E-01     0.0000E+00
     1     1     1  2025     169     169  cha169               0.1769E+00     0.0000E+00     0.1769E+00     0.8442E+00     0.6223E+00     0.4604E+00     0.4604E+00     0.2444E-02     0.1594E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6411E+00     0.8157E-01     0.1862E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4900E+02     0.0000E+00     0.4900E+02     0.1668E-02     0.3875E+01     0.7012E+00     0.8157E-01     0.0000E+00
     1     1     1  2025     170     170  cha170               0.8681E-01     0.0000E+00     0.8681E-01     0.5028E+00     0.3563E+00     0.2564E+00     0.2564E+00     0.4984E-02     0.9487E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3975E+00     0.5931E-01     0.1302E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.5334E+02     0.0000E+00     0.5334E+02     0.1297E-02     0.1873E+01     0.3568E+00     0.5931E-01     0.0000E+00
